Брест;Минск;347.1
Брест;Гомель;531.3
Брест;Гродно;236.4
Брест;Витебск;633.2
Минск;Брест;347.1
Минск;Гомель;309.2
Минск;Гродно;280.5
Минск;Витебск;293.7
Гомель;Брест;531.3
Гомель;Минск;309.2
Гомель;Гродно;590.4
Гомель;Витебск;337.4
Гродно;Брест;236.4
Гродно;Минск;280.5
Гродно;Гомель;590.4
Гродно;Витебск;571.4
Витебск;Брест;633.2
Витебск;Минск;293.7
Витебск;Гомель;337.4
Витебск;Гродно;571.4
